    n, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time
 4000,       4006313,         4002325,        1106378,     42839,           0,      11486
 4010,       4023687,         4019689,        1108254,     42941,           0,      11483
 4020,       4042797,         4038789,        1116386,     43083,           0,      11502
 4030,       4065269,         4061251,        1122595,     43119,           0,      11695
 4040,       4085952,         4081924,        1130833,     43261,           0,      11584
 4050,       4105056,         4101018,        1131750,     43406,           0,      11612
 4060,       4118137,         4114089,        1139059,     43546,           0,      11693
 4070,       4139828,         4135770,        1138604,     43649,           0,      11806
 4080,       4155340,         4151272,        1144831,     43796,           0,      11748
 4090,       4177135,         4173057,        1152853,     43862,           0,      11676
 4100,       4200998,         4196910,        1158347,     44003,           0,      11911
 4110,       4229534,         4225436,        1166496,     44138,           0,      11869
 4120,       4249074,         4244966,        1170669,     44241,           0,      11859
 4130,       4274483,         4270365,        1178060,     44373,           0,      12145
 4140,       4295580,         4291452,        1189707,     44500,           0,      12741
 4150,       4313691,         4309553,        1202842,     44633,           0,      12047
 4160,       4337001,         4332853,        1197864,     44782,           0,      12124
 4170,       4362398,         4358240,        1203728,     44871,           0,      12426
 4180,       4379280,         4375112,        1202891,     44969,           0,      12069
 4190,       4397544,         4393366,        1208153,     45135,           0,      12142
 4200,       4416542,         4412354,        1214406,     45272,           0,      12410
 4210,       4443496,         4439298,        1221555,     45361,           0,      12229
 4220,       4467682,         4463474,        1223526,     45503,           0,      12233
 4230,       4493185,         4488967,        1234869,     45633,           0,      12264
 4240,       4516653,         4512425,        1238388,     45735,           0,      12465
 4250,       4532814,         4528576,        1244803,     45883,           0,      12513
 4260,       4559221,         4554973,        1255858,     46046,           0,      12551
 4270,       4580232,         4575974,        1260715,     46164,           0,      12385
 4280,       4602635,         4598367,        1264714,     46272,           0,      12620
 4290,       4624118,         4619840,        1270121,     46371,           0,      12443
 4300,       4639026,         4634738,        1286016,     46483,           0,      12870
 4310,       4663651,         4659353,        1294520,     46602,           0,      12509
 4320,       4688537,         4684229,        1291574,     46743,           0,      12553
 4330,       4712886,         4708568,        1298633,     46865,           0,      12871
 4340,       4736412,         4732084,        1308903,     47001,           0,      12659
 4350,       4756010,         4751672,        1310283,     47124,           0,      12721
 4360,       4774765,         4770417,        1314529,     47258,           0,      12681
 4370,       4789500,         4785142,        1321647,     47395,           0,      12761
 4380,       4813842,         4809474,        1324708,     47454,           0,      12727
 4390,       4836281,         4831903,        1333133,     47626,           0,      12980
 4400,       4861493,         4857105,        1347152,     47731,           0,      12781
 4410,       4880317,         4875919,        1356563,     47862,           0,      13041
 4420,       4897524,         4893116,        1365502,     48044,           0,      13067
 4430,       4919060,         4914642,        1352591,     48136,           0,      13232
 4440,       4935095,         4930667,        1367437,     48257,           0,      13115
 4450,       4953469,         4949031,        1372241,     48327,           0,      12963
 4460,       4978475,         4974027,        1380713,     48444,           0,      13040
 4470,       4998624,         4994166,        1385178,     48637,           0,      13239
 4480,       5021796,         5017328,        1390270,     48736,           0,      13257
 4490,       5036820,         5032342,        1398941,     48853,           0,      13269
 4500,       5058913,         5054425,        1399595,     48970,           0,      13414
 4510,       5085074,         5080576,        1404405,     49086,           0,      13150
 4520,       5102870,         5098362,        1404361,     49213,           0,      13776
 4530,       5126360,         5121842,        1409994,     49331,           0,      13211
 4540,       5141632,         5137104,        1412217,     49423,           0,      13256
 4550,       5154193,         5149655,        1416317,     49607,           0,      13283
 4560,       5181847,         5177299,        1433370,     49776,           0,      13342
 4570,       5206533,         5201975,        1441080,     49848,           0,      13424
 4580,       5226758,         5222190,        1448925,     49947,           0,      13444
 4590,       5243887,         5239309,        1453268,     50098,           0,      13710
 4600,       5266421,         5261833,        1458969,     50253,           0,      13548
 4610,       5286030,         5281432,        1468580,     50352,           0,      13857
 4620,       5313549,         5308941,        1466482,     50454,           0,      13500
 4630,       5333296,         5328678,        1477178,     50581,           0,      13757
 4640,       5361963,         5357335,        1475178,     50733,           0,      13790
 4650,       5376631,         5371993,        1482002,     50831,           0,      13828
 4660,       5400914,         5396266,        1503472,     50942,           0,      13660
 4670,       5425056,         5420398,        1488294,     51146,           0,      13662
 4680,       5447022,         5442354,        1501006,     51287,           0,      13711
 4690,       5474999,         5470321,        1504419,     51401,           0,      13790
 4700,       5491503,         5486815,        1509122,     51473,           0,      13792
 4710,       5514352,         5509654,        1516461,     51657,           0,      13931
 4720,       5537558,         5532850,        1531300,     51768,           0,      14042
 4730,       5550019,         5545301,        1529839,     51848,           0,      14127
 4740,       5567047,         5562319,        1551800,     51960,           0,      14111
 4750,       5587097,         5582359,        1545400,     52074,           0,      13941
 4760,       5611061,         5606313,        1547616,     52242,           0,      13955
 4770,       5637856,         5633098,        1559357,     52331,           0,      14069
 4780,       5654275,         5649507,        1564373,     52444,           0,      14164
 4790,       5682203,         5677425,        1575362,     52628,           0,      14077
 4800,       5704785,         5699997,        1592170,     52700,           0,      14493
 4810,       5724194,         5719396,        1596901,     52818,           0,      14376
 4820,       5744280,         5739472,        1588706,     52956,           0,      14212
 4830,       5758392,         5753574,        1591498,     53072,           0,      14189
 4840,       5788726,         5783898,        1609061,     53153,           0,      14279
 4850,       5809915,         5805077,        1607202,     53334,           0,      14288
 4860,       5835673,         5830825,        1622343,     53460,           0,      14518
 4870,       5862714,         5857856,        1631634,     53549,           0,      14387
 4880,       5879791,         5874923,        1626484,     53713,           0,      14845
 4890,       5896372,         5891494,        1625002,     53817,           0,      14428
 4900,       5919422,         5914534,        1686046,     53975,           0,      14559
 4910,       5933888,         5928990,        1637423,     54093,           0,      14842
 4920,       5960652,         5955744,        1651448,     54174,           0,      14533
 4930,       5987303,         5982385,        1677630,     54290,           0,      14584
 4940,       6014498,         6009570,        1666382,     54436,           0,      14619
 4950,       6038649,         6033711,        1670294,     54610,           0,      14659
 4960,       6061493,         6056545,        1680832,     54726,           0,      14668
 4970,       6080223,         6075265,        1691570,     54891,           0,      14837
 4980,       6103631,         6098663,        1689515,     54953,           0,      14843
 4990,       6120128,         6115150,        1694868,     55116,           0,      14790
 5000,       6151730,         6146742,        1707201,     55284,           0,      14751
 5010,       6173281,         6168283,        1720312,     55357,           0,      14748
 5020,       6196056,         6191048,        1718414,     55481,           0,      15057
 5030,       6221328,         6216310,        1729481,     55593,           0,      14834
 5040,       6250957,         6245929,        1734895,     55703,           0,      14865
 5050,       6274552,         6269514,        1732074,     55809,           0,      15119
 5060,       6298419,         6293371,        1749349,     55927,           0,      14948
 5070,       6325766,         6320708,        1750185,     56076,           0,      14971
 5080,       6347190,         6342122,        1760593,     56174,           0,      15053
 5090,       6370645,         6365567,        1772743,     56362,           0,      15102
 5100,       6392451,         6387363,        1768425,     56436,           0,      15268
 5110,       6423938,         6418840,        1772557,     56545,           0,      15319
 5120,       6446198,         6441090,        1779866,     56723,           0,      15143
 5130,       6481907,         6476789,        1789512,     56830,           0,      15166
 5140,       6503087,         6497959,        1804141,     57032,           0,      15450
 5150,       6532081,         6526943,        1797317,     57119,           0,      15291
 5160,       6566489,         6561341,        1820089,     57217,           0,      15251
 5170,       6587693,         6582535,        1826844,     57344,           0,      15764
 5180,       6616476,         6611308,        1834352,     57496,           0,      15552
 5190,       6639817,         6634639,        1841288,     57555,           0,      15479
 5200,       6672839,         6667651,        1855549,     57773,           0,      15478
 5210,       6697364,         6692166,        1848910,     57858,           0,      15418
 5220,       6724607,         6719399,        1860771,     57988,           0,      15859
 5230,       6744232,         6739014,        1863365,     58162,           0,      15515
 5240,       6770732,         6765504,        1903403,     58232,           0,      15756
 5250,       6805032,         6799794,        1890758,     58327,           0,      15680
 5260,       6826363,         6821115,        1902267,     58430,           0,      15918
 5270,       6857869,         6852611,        1907814,     58591,           0,      15695
 5280,       6874727,         6869459,        1893563,     58700,           0,      15671
 5290,       6900534,         6895256,        1899132,     58803,           0,      15873
 5300,       6926250,         6920962,        1911778,     58969,           0,      15705
 5310,       6949675,         6944377,        1916595,     59027,           0,      15976
 5320,       6971505,         6966197,        1919105,     59256,           0,      16036
 5330,       6995757,         6990439,        1934154,     59343,           0,      16077
 5340,       7027207,         7021879,        1938254,     59474,           0,      15848
 5350,       7054297,         7048959,        1960911,     59642,           0,      15967
 5360,       7086637,         7081289,        1959949,     59706,           0,      15895
 5370,       7113859,         7108501,        1969780,     59877,           0,      16208
 5380,       7147367,         7141999,        1990959,     60018,           0,      16266
 5390,       7165243,         7159865,        1989606,     60139,           0,      16021
 5400,       7192476,         7187088,        1996160,     60267,           0,      16064
 5410,       7218450,         7213052,        1987353,     60387,           0,      16087
 5420,       7238764,         7233356,        1994083,     60489,           0,      16371
 5430,       7259235,         7253817,        2004700,     60653,           0,      16242
 5440,       7290172,         7284744,        2015463,     60735,           0,      16187
 5450,       7318648,         7313210,        2029801,     60876,           0,      16262
 5460,       7342302,         7336854,        2040580,     61019,           0,      16257
 5470,       7373853,         7368395,        2036990,     61089,           0,      16266
 5480,       7399237,         7393769,        2049663,     61349,           0,      16354
 5490,       7430965,         7425487,        2060307,     61363,           0,      16499
 5500,       7466251,         7460763,        2070250,     61515,           0,      16463
 5510,       7490660,         7485162,        2075412,     61588,           0,      16540
 5520,       7519428,         7513920,        2089428,     61749,           0,      16714
 5530,       7552365,         7546847,        2118883,     61938,           0,      16787
 5540,       7581077,         7575549,        2103184,     62013,           0,      16601
 5550,       7604033,         7598495,        2106281,     62139,           0,      16650
 5560,       7630711,         7625163,        2112431,     62284,           0,      16669
 5570,       7656552,         7650994,        2126416,     62377,           0,      16764
 5580,       7678477,         7672909,        2128336,     62481,           0,      16922
 5590,       7715799,         7710221,        2134707,     62607,           0,      16779
 5600,       7743390,         7737802,        2146340,     62794,           0,      16730
 5610,       7773648,         7768050,        2150150,     62913,           0,      16760
 5620,       7795568,         7789960,        2183466,     63020,           0,      17047
 5630,       7822735,         7817117,        2187284,     63190,           0,      17011
 5640,       7847579,         7841951,        2175496,     63264,           0,      16871
 5650,       7882893,         7877255,        2184067,     63364,           0,      17162
 5660,       7910153,         7904505,        2203184,     63489,           0,      16953
 5670,       7940873,         7935215,        2207743,     63621,           0,      17055
 5680,       7974964,         7969296,        2214549,     63807,           0,      17137
 5690,       8007572,         8001894,        2231994,     63873,           0,      17017
 5700,       8045233,         8039545,        2235224,     64075,           0,      17106
 5710,       8064889,         8059191,        2246323,     64153,           0,      17091
 5720,       8098742,         8093034,        2241577,     64303,           0,      17237
 5730,       8127719,         8122001,        2247870,     64418,           0,      17277
 5740,       8151651,         8145923,        2253849,     64527,           0,      17246
 5750,       8182175,         8176437,        2266215,     64722,           0,      17225
 5760,       8209282,         8203534,        2272564,     64792,           0,      17258
 5770,       8247129,         8241371,        2272757,     64887,           0,      17375
 5780,       8287635,         8281867,        2295622,     65004,           0,      17293
 5790,       8315891,         8310113,        2305571,     65200,           0,      17356
 5800,       8342955,         8337167,        2318955,     65261,           0,      17493
 5810,       8374056,         8368258,        2339209,     65437,           0,      18528
 5820,       8406684,         8400876,        2440868,     65553,           0,      17501
 5830,       8431592,         8425774,        2323668,     65666,           0,      17517
 5840,       8455758,         8449930,        2400020,     65707,           0,      17635
 5850,       8482625,         8476787,        2466309,     65915,           0,      17659
 5860,       8503482,         8497634,        2350935,     66031,           0,      17592
 5870,       8532788,         8526930,        2357021,     66195,           0,      17638
 5880,       8548949,         8543081,        2384641,     66267,           0,      17643
 5890,       8572830,         8566952,        2416293,     66360,           0,      17822
 5900,       8611355,         8605467,        2389709,     66566,           0,      17775
 5910,       8638402,         8632504,        2386871,     66692,           0,      17839
 5920,       8668890,         8662982,        2401925,     66811,           0,      17802
 5930,       8694633,         8688715,        2399556,     66981,           0,      17845
 5940,       8731488,         8725560,        2411211,     67088,           0,      17868
 5950,       8764504,         8758566,        2412059,     67162,           0,      17902
 5960,       8796900,         8790952,        2428955,     67294,           0,      18032
 5970,       8833329,         8827371,        2498505,     67422,           0,      22193
 5980,       8856371,         8850403,        2473366,     67519,           0,      17958
 5990,       8887447,         8881469,        2459449,     67713,           0,      18070
 6000,       8918227,         8912239,        2480566,     67796,           0,      18040
 6010,       8949873,         8943875,        2473127,     67958,           0,      18067
 6020,       8984988,         8978980,        2484190,     68124,           0,      18122
 6030,       9010835,         9004817,        2500600,     68200,           0,      18151
 6040,       9045065,         9039037,        2590563,     68351,           0,      18712
 6050,       9069970,         9063932,        2561197,     68421,           0,      18263
 6060,       9091453,         9085405,        2514927,     68592,           0,      18385
 6070,       9118964,         9112906,        2533476,     68658,           0,      18346
 6080,       9139242,         9133174,        2525223,     68859,           0,      18452
 6090,       9175275,         9169197,        2532668,     68973,           0,      18386
