      n, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time
 441000,        644106,          203107,         110198,   4172390,           0,    1240969
 442000,        645587,          203588,         110714,   4183935,           0,    1245122
 443000,        647090,          204091,         110112,   4194223,           0,    1249778
 444000,        648550,          204551,         110295,   4203656,           0,    1251152
 445000,        649953,          204954,         110666,   4213684,           0,    1255861
 446000,        651448,          205449,         111085,   4224749,           0,    1257755
 447000,        652934,          205935,         111713,   4235109,           0,    1274327
 448000,        654429,          206430,         111519,   4245993,           0,    1299668
 449000,        655898,          206899,         111660,   4256781,           0,    1263978
 450000,        657365,          207366,         113356,   4268626,           0,    1267793
 451000,        658799,          207800,         112084,   4279825,           0,    1274518
 452000,        660262,          208263,         112433,   4289945,           0,    1276757
 453000,        661725,          208726,         113039,   4301275,           0,    1274819
 454000,        663223,          209224,         113542,   4312939,           0,    1282871
 455000,        664685,          209686,         113168,   4324517,           0,    1284009
 456000,        666195,          210196,         113517,   4335893,           0,    1286171
 457000,        667659,          210660,         113645,   4347840,           0,    1291609
 458000,        669157,          211158,         113878,   4360028,           0,    1293903
 459000,        670621,          211622,         114507,   4371939,           0,    1296711
 460000,        672088,          212089,         114313,   4380220,           0,    1302599
 461000,        673523,          212524,         114626,   4389353,           0,    1301173
 462000,        674977,          212978,         115590,   4398610,           0,    1303477
 463000,        676407,          213408,         115079,   4408722,           0,    1314739
 464000,        677843,          213844,         115463,   4417724,           0,    1311634
 465000,        679282,          214283,         115665,   4427620,           0,    1312460
 466000,        680749,          214750,         116709,   4437711,           0,    1318332
 467000,        682187,          215188,         116184,   4448540,           0,    1321799
 468000,        683641,          215642,         116276,   4458061,           0,    1321104
 469000,        685098,          216099,         117687,   4467753,           0,    1328171
 470000,        686575,          216576,         116898,   4478160,           0,    1326833
 471000,        688024,          217025,         117778,   4489243,           0,    1343852
 472000,        689480,          217481,         117370,   4498874,           0,    1338097
 473000,        690918,          217919,         117768,   4509740,           0,    1339442
 474000,        692365,          218366,         118152,   4520969,           0,    1339715
 475000,        693834,          218835,         118223,   4532603,           0,    1351967
 476000,        695305,          219306,         118270,   4542075,           0,    1347598
 477000,        696761,          219762,         118624,   4552285,           0,    1350674
 478000,        698203,          220204,         118679,   4561991,           0,    1358026
 479000,        699677,          220678,         119182,   4572890,           0,    1355700
 480000,        701168,          221169,         127002,   4582851,           0,    1357466
 481000,        702645,          221646,         122344,   4593945,           0,    1359855
 482000,        704116,          222117,         121073,   4605032,           0,    1367347
 483000,        705545,          222546,         119473,   4616684,           0,    1397298
 484000,        706985,          222986,         120341,   4627296,           0,    1371610
 485000,        708479,          223480,         120866,   4637938,           0,    1373641
 486000,        709902,          223903,         120747,   4648899,           0,    1380479
 487000,        711382,          224383,         121078,   4660581,           0,    1386012
 488000,        712829,          224830,         121312,   4671647,           0,    1381496
 489000,        714295,          225296,         121693,   4683940,           0,    1390965
 490000,        715726,          225727,         121824,   4695746,           0,    1399765
 491000,        717201,          226202,         122215,   4708688,           0,    1394673
 492000,        718668,          226669,         122305,   4719464,           0,    1401127
 493000,        720078,          227079,         123059,   4729002,           0,    1403460
 494000,        721549,          227550,         178613,   4738609,           0,    1497340
 495000,        722987,          227988,         126294,   4749338,           0,    1416758
 496000,        724390,          228391,         123556,   4759714,           0,    1429949
 497000,        725831,          228832,         124297,   4770298,           0,    1432267
 498000,        727343,          229344,         156021,   4781409,           0,    1458926
 499000,        728816,          229817,         125887,   4792656,           0,    1423380
 500000,        730253,          230254,         125406,   4804210,           0,    1428709
 501000,        731708,          230709,         124944,   4814189,           0,    1453887
 502000,        733190,          231191,         126423,   4825835,           0,    1443386
 503000,        734635,          231636,         125159,   4836935,           0,    1429893
 504000,        736051,          232052,         126048,   4848461,           0,    1436593
 505000,        737478,          232479,         125510,   4859901,           0,    1438662
 506000,        738938,          232939,         126396,   4871434,           0,    1454936
 507000,        740419,          233420,         126044,   4884204,           0,    1443499
 508000,        741892,          233893,         126230,   4896861,           0,    1448174
 509000,        743371,          234372,         126530,   4907022,           0,    1450503
 510000,        744845,          234846,         126895,   4918120,           0,    1456232
 511000,        746304,          235305,         126981,   4929315,           0,    1460809
 512000,        747779,          235780,         127296,   4941022,           0,    1464386
 513000,        749231,          236232,         127496,   4952215,           0,    1468669
 514000,        750676,          236677,         127990,   4964152,           0,    1466750
 515000,        752180,          237181,         128028,   4975897,           0,    1483746
 516000,        753658,          237659,         128971,   4989147,           0,    1473784
 517000,        755129,          238130,         128546,   5000412,           0,    1476343
 518000,        756594,          238595,         128587,   5012165,           0,    1480783
 519000,        758058,          239059,         128846,   5024202,           0,    1484832
 520000,        759540,          239541,         129323,   5037039,           0,    1483865
 521000,        760976,          239977,         130608,   5049282,           0,    1493443
 522000,        762434,          240435,         129716,   5062025,           0,    1495292
 523000,        763882,          240883,         131304,   5075140,           0,    1517484
 524000,        765366,          241367,         130336,   5088842,           0,    1503051
 525000,        766784,          241785,         131522,   5096823,           0,    1504424
 526000,        768275,          242276,         131160,   5104304,           0,    1513678
 527000,        769765,          242766,         130929,   5111912,           0,    1521066
 528000,        771239,          243240,         131357,   5119756,           0,    1519549
 529000,        772720,          243721,         132865,   5127652,           0,    1519288
 530000,        774174,          244175,         131746,   5135466,           0,    1520804
 531000,        775648,          244649,         131936,   5144331,           0,    1530989
 532000,        777078,          245079,         132302,   5153517,           0,    1528562
 533000,        778541,          245542,         132476,   5162038,           0,    1532945
 534000,        780022,          246023,         132002,   5169799,           0,    1553158
 535000,        781474,          246475,         132909,   5178122,           0,    1534951
 536000,        782959,          246960,         133263,   5187265,           0,    1545403
 537000,        784460,          247461,         133549,   5196120,           0,    1541874
 538000,        785926,          247927,         133720,   5205474,           0,    1548326
 539000,        787427,          248428,         133887,   5214783,           0,    1552581
 540000,        788870,          248871,         134452,   5224453,           0,    1548636
 541000,        790331,          249332,         134314,   5233623,           0,    1556254
 542000,        791857,          249858,         135187,   5241422,           0,    1557530
 543000,        793337,          250338,         134916,   5250104,           0,    1562435
 544000,        794830,          250831,         135275,   5258946,           0,    1561537
 545000,        796312,          251313,         136615,   5268111,           0,    1564325
 546000,        797793,          251794,         135902,   5276688,           0,    1568308
 547000,        799250,          252251,         136036,   5286486,           0,    1569421
 548000,        800704,          252705,         136259,   5295707,           0,    1577922
 549000,        802163,          253164,         136624,   5306101,           0,    1585783
 550000,        803636,          253637,         137003,   5314737,           0,    1578470
 551000,        805110,          254111,         138021,   5324138,           0,    1580290
 552000,        806585,          254586,         137291,   5333820,           0,    1586274
 553000,        808012,          255013,         137870,   5344058,           0,    1591525
 554000,        809499,          255500,         138720,   5353931,           0,    1590916
 555000,        810934,          255935,         138086,   5364377,           0,    1604129
 556000,        812384,          256385,         138689,   5374675,           0,    1596720
 557000,        813853,          256854,         140115,   5385798,           0,    1600636
 558000,        815345,          257346,         138886,   5393322,           0,    1608302
 559000,        816803,          257804,         139073,   5402152,           0,    1609516
